map_id,group,x,y,family,raw_byte17,quantity,terrain_id,claim,side
sav_001,2p,535,88,coal,18,2,33,255,768
sav_001,2p,536,88,coal,17,1,33,255,768
sav_001,2p,534,89,coal,30,14,32,255,768
sav_001,2p,535,89,coal,24,8,32,255,768
sav_001,2p,536,89,coal,22,6,32,255,768
sav_001,2p,537,89,coal,30,14,33,255,768
sav_001,2p,534,90,coal,28,12,33,255,768
sav_001,2p,535,90,coal,28,12,33,255,768
sav_001,2p,538,91,coal,27,11,32,255,768
sav_001,2p,538,92,coal,19,3,33,255,768
sav_001,2p,541,92,coal,30,14,32,255,768
sav_001,2p,541,93,coal,25,9,32,255,768
sav_001,2p,541,94,coal,20,4,32,255,768
sav_001,2p,542,94,coal,20,4,32,255,768
sav_001,2p,543,94,coal,21,5,32,255,768
sav_001,2p,542,95,coal,22,6,32,255,768
sav_001,2p,544,95,coal,20,4,32,255,768
sav_001,2p,545,96,coal,24,8,32,255,768
sav_001,2p,548,96,coal,24,8,33,255,768
sav_001,2p,548,97,coal,30,14,32,255,768
sav_001,2p,542,98,coal,31,15,32,255,768
sav_001,2p,543,98,coal,26,10,32,255,768
sav_001,2p,547,98,coal,28,12,32,255,768
sav_001,2p,549,98,coal,27,11,33,255,768
sav_001,2p,544,99,coal,23,7,32,255,768
sav_001,2p,546,99,coal,21,5,32,255,768
sav_001,2p,547,99,coal,21,5,32,255,768
sav_001,2p,549,99,coal,24,8,32,255,768
sav_001,2p,539,100,coal,31,15,33,255,768
sav_001,2p,541,100,coal,17,1,32,255,768
sav_001,2p,546,100,coal,19,3,32,255,768
sav_001,2p,547,100,coal,28,12,32,255,768
sav_001,2p,538,101,coal,29,13,33,255,768
sav_001,2p,539,101,coal,24,8,33,255,768
sav_001,2p,540,101,coal,24,8,32,255,768
sav_001,2p,541,101,coal,27,11,32,255,768
sav_001,2p,542,101,coal,21,5,32,255,768
sav_001,2p,544,101,coal,18,2,32,255,768
sav_001,2p,545,101,coal,17,1,32,255,768
sav_001,2p,546,101,coal,17,1,32,255,768
sav_001,2p,547,101,coal,29,13,32,255,768
sav_001,2p,548,101,coal,25,9,32,255,768
sav_001,2p,542,102,coal,26,10,32,255,768
sav_001,2p,543,102,coal,20,4,32,255,768
sav_001,2p,544,102,coal,31,15,32,255,768
sav_001,2p,546,102,coal,27,11,32,255,768
sav_001,2p,547,102,coal,24,8,32,255,768
sav_001,2p,548,102,coal,29,13,32,255,768
sav_001,2p,542,103,coal,28,12,32,255,768
sav_001,2p,543,103,coal,31,15,32,255,768
sav_001,2p,544,103,coal,21,5,32,255,768
sav_001,2p,545,103,coal,26,10,32,255,768
sav_001,2p,546,103,coal,27,11,32,255,768
sav_001,2p,547,103,coal,27,11,32,255,768
sav_001,2p,550,103,coal,29,13,32,255,768
sav_001,2p,543,104,coal,23,7,32,255,768
sav_001,2p,544,104,coal,25,9,32,255,768
sav_001,2p,545,104,coal,23,7,32,255,768
sav_001,2p,546,104,coal,31,15,32,255,768
sav_001,2p,547,104,coal,27,11,32,255,768
sav_001,2p,548,104,coal,25,9,32,255,768
sav_001,2p,544,105,coal,22,6,32,255,768
sav_001,2p,545,105,coal,25,9,32,255,768
sav_001,2p,546,105,coal,24,8,32,255,768
sav_001,2p,548,105,coal,17,1,32,255,768
sav_001,2p,549,105,coal,25,9,32,255,768
sav_001,2p,550,105,coal,17,1,33,255,768
sav_001,2p,545,106,coal,17,1,32,255,768
sav_001,2p,546,106,coal,28,12,32,255,768
sav_001,2p,547,106,coal,22,6,32,255,768
sav_001,2p,549,106,coal,31,15,32,255,768
sav_001,2p,547,107,coal,18,2,32,255,768
sav_001,2p,548,107,coal,23,7,32,255,768
sav_001,2p,549,107,coal,30,14,32,255,768
sav_001,2p,550,107,coal,21,5,33,255,768
sav_001,2p,533,108,coal,24,8,33,255,768
sav_001,2p,320,109,coal,31,15,33,255,768
sav_001,2p,535,110,coal,31,15,32,255,768
sav_001,2p,539,110,coal,21,5,32,255,768
sav_001,2p,535,111,coal,30,14,32,255,768
sav_001,2p,536,112,coal,26,10,32,255,768
sav_001,2p,537,112,coal,29,13,32,255,768
sav_001,2p,533,113,coal,29,13,33,255,768
sav_001,2p,537,113,coal,17,1,32,255,768
sav_001,2p,538,113,coal,29,13,32,255,768
sav_001,2p,555,113,coal,26,10,33,255,768
sav_001,2p,556,113,coal,23,7,33,255,768
sav_001,2p,537,114,coal,22,6,32,255,768
sav_001,2p,538,114,coal,17,1,32,255,768
sav_001,2p,556,114,coal,24,8,32,255,768
sav_001,2p,557,114,coal,24,8,33,255,768
sav_001,2p,534,115,coal,30,14,33,255,768
sav_001,2p,537,115,coal,20,4,32,255,768
sav_001,2p,555,115,coal,29,13,32,255,768
sav_001,2p,556,115,coal,18,2,32,255,768
sav_001,2p,557,115,coal,26,10,32,255,768
sav_001,2p,558,115,coal,27,11,33,255,768
sav_001,2p,563,115,coal,25,9,33,255,768
sav_001,2p,564,115,coal,22,6,33,255,768
sav_001,2p,536,116,coal,25,9,33,255,768
sav_001,2p,538,116,coal,30,14,32,255,768
sav_001,2p,555,116,coal,24,8,32,255,768
sav_001,2p,556,116,coal,22,6,32,255,768
sav_001,2p,557,116,coal,27,11,32,255,768
sav_001,2p,558,116,coal,20,4,32,255,768
sav_001,2p,559,116,coal,31,15,33,255,768
sav_001,2p,563,116,coal,31,15,33,255,768
sav_001,2p,564,116,coal,18,2,32,255,768
sav_001,2p,565,116,coal,25,9,33,255,768
sav_001,2p,537,117,coal,19,3,33,255,768
sav_001,2p,556,117,coal,28,12,32,255,768
sav_001,2p,558,117,coal,23,7,32,255,768
sav_001,2p,559,117,coal,23,7,32,255,768
sav_001,2p,560,117,coal,24,8,33,255,768
sav_001,2p,561,117,coal,29,13,33,255,768
sav_001,2p,562,117,coal,30,14,33,255,768
sav_001,2p,563,117,coal,24,8,33,255,768
sav_001,2p,564,117,coal,24,8,32,255,768
sav_001,2p,565,117,coal,24,8,32,255,768
sav_001,2p,566,117,coal,20,4,33,255,768
sav_001,2p,305,118,coal,19,3,33,255,768
sav_001,2p,306,118,coal,23,7,33,255,768
sav_001,2p,556,118,coal,18,2,32,255,768
sav_001,2p,557,118,coal,26,10,32,255,768
sav_001,2p,558,118,coal,28,12,32,255,768
sav_001,2p,559,118,coal,18,2,32,255,768
sav_001,2p,560,118,coal,26,10,32,255,768
sav_001,2p,561,118,coal,21,5,32,255,768
sav_001,2p,562,118,coal,22,6,32,255,768
sav_001,2p,563,118,coal,18,2,32,255,768
sav_001,2p,564,118,coal,30,14,32,255,768
sav_001,2p,565,118,coal,19,3,32,255,768
sav_001,2p,566,118,coal,31,15,32,255,768
sav_001,2p,305,119,coal,19,3,33,255,768
sav_001,2p,306,119,coal,28,12,32,255,768
sav_001,2p,538,119,coal,28,12,33,255,768
sav_001,2p,539,119,coal,24,8,32,255,768
sav_001,2p,557,119,coal,26,10,32,255,768
sav_001,2p,558,119,coal,17,1,32,255,768
sav_001,2p,559,119,coal,29,13,32,255,768
sav_001,2p,560,119,coal,30,14,32,255,768
sav_001,2p,562,119,coal,29,13,32,255,768
sav_001,2p,563,119,coal,23,7,32,255,768
sav_001,2p,564,119,coal,30,14,32,255,768
sav_001,2p,565,119,coal,19,3,32,255,768
sav_001,2p,568,119,coal,17,1,32,255,768
sav_001,2p,570,119,coal,20,4,33,255,768
sav_001,2p,299,120,coal,29,13,33,255,768
sav_001,2p,539,120,coal,30,14,33,255,768
sav_001,2p,540,120,coal,27,11,32,255,768
sav_001,2p,547,120,coal,31,15,32,255,768
sav_001,2p,548,120,coal,20,4,32,255,768
sav_001,2p,550,120,coal,28,12,32,255,768
sav_001,2p,558,120,coal,25,9,32,255,768
sav_001,2p,559,120,coal,17,1,32,255,768
sav_001,2p,560,120,coal,19,3,32,255,768
sav_001,2p,561,120,coal,23,7,32,255,768
sav_001,2p,562,120,coal,23,7,32,255,768
sav_001,2p,563,120,coal,17,1,32,255,768
sav_001,2p,306,121,coal,24,8,32,255,768
sav_001,2p,540,121,coal,30,14,33,255,768
sav_001,2p,541,121,coal,25,9,32,255,768
sav_001,2p,542,121,coal,18,2,32,255,768
sav_001,2p,543,121,coal,20,4,32,255,768
sav_001,2p,547,121,coal,22,6,32,255,768
sav_001,2p,548,121,coal,31,15,32,255,768
sav_001,2p,549,121,coal,29,13,32,255,768
sav_001,2p,559,121,coal,30,14,32,255,768
sav_001,2p,560,121,coal,30,14,32,255,768
sav_001,2p,562,121,coal,25,9,32,255,768
sav_001,2p,563,121,coal,31,15,32,255,768
sav_001,2p,564,121,coal,31,15,32,255,768
sav_001,2p,565,121,coal,20,4,32,255,768
sav_001,2p,567,121,coal,23,7,32,255,768
sav_001,2p,568,121,coal,30,14,32,255,768
sav_001,2p,572,121,coal,24,8,32,255,768
sav_001,2p,332,122,coal,20,4,33,255,768
sav_001,2p,540,122,coal,31,15,33,255,768
sav_001,2p,541,122,coal,21,5,32,255,768
sav_001,2p,542,122,coal,23,7,32,255,768
sav_001,2p,548,122,coal,23,7,32,255,768
sav_001,2p,550,122,coal,20,4,32,255,768
sav_001,2p,551,122,coal,22,6,32,255,768
sav_001,2p,553,122,coal,26,10,32,255,768
sav_001,2p,561,122,coal,24,8,32,255,768
sav_001,2p,562,122,coal,31,15,32,255,768
sav_001,2p,567,122,coal,25,9,32,255,768
sav_001,2p,568,122,coal,30,14,32,255,768
sav_001,2p,570,122,coal,17,1,32,255,768
sav_001,2p,571,122,coal,27,11,32,255,768
sav_001,2p,573,122,coal,20,4,32,255,768
sav_001,2p,303,123,coal,22,6,32,255,768
sav_001,2p,304,123,coal,29,13,32,255,768
sav_001,2p,308,123,coal,22,6,32,255,768
sav_001,2p,309,123,coal,19,3,32,255,768
sav_001,2p,331,123,coal,18,2,32,255,768
sav_001,2p,333,123,coal,18,2,32,255,768
sav_001,2p,541,123,coal,23,7,33,255,768
sav_001,2p,542,123,coal,28,12,32,255,768
sav_001,2p,543,123,coal,24,8,32,255,768
sav_001,2p,544,123,coal,31,15,32,255,768
sav_001,2p,547,123,coal,18,2,32,255,768
sav_001,2p,548,123,coal,29,13,32,255,768
sav_001,2p,549,123,coal,23,7,32,255,768
sav_001,2p,552,123,coal,24,8,32,255,768
sav_001,2p,554,123,coal,20,4,32,255,768
sav_001,2p,556,123,coal,21,5,32,255,768
sav_001,2p,568,123,coal,26,10,32,255,768
sav_001,2p,569,123,coal,21,5,32,255,768
sav_001,2p,570,123,coal,20,4,32,255,768
sav_001,2p,571,123,coal,30,14,32,255,768
sav_001,2p,573,123,coal,27,11,32,255,768
sav_001,2p,303,124,coal,26,10,32,255,768
sav_001,2p,304,124,coal,21,5,32,255,768
sav_001,2p,306,124,coal,30,14,32,255,768
sav_001,2p,309,124,coal,19,3,32,255,768
sav_001,2p,310,124,coal,19,3,32,255,768
sav_001,2p,324,124,coal,31,15,32,255,768
sav_001,2p,326,124,coal,20,4,32,255,768
sav_001,2p,543,124,coal,31,15,32,255,768
sav_001,2p,544,124,coal,26,10,32,255,768
sav_001,2p,545,124,coal,31,15,32,255,768
sav_001,2p,548,124,coal,25,9,32,255,768
sav_001,2p,549,124,coal,17,1,32,255,768
sav_001,2p,550,124,coal,29,13,32,255,768
sav_001,2p,551,124,coal,25,9,32,255,768
sav_001,2p,552,124,coal,19,3,32,255,768
sav_001,2p,553,124,coal,23,7,32,255,768
sav_001,2p,554,124,coal,28,12,32,255,768
sav_001,2p,557,124,coal,19,3,32,255,768
sav_001,2p,563,124,coal,22,6,32,255,768
sav_001,2p,569,124,coal,23,7,32,255,768
sav_001,2p,573,124,coal,31,15,32,255,768
sav_001,2p,305,125,coal,18,2,32,255,768
sav_001,2p,306,125,coal,25,9,32,255,768
sav_001,2p,307,125,coal,25,9,32,255,768
sav_001,2p,308,125,coal,27,11,32,255,768
sav_001,2p,309,125,coal,23,7,32,255,768
sav_001,2p,322,125,coal,21,5,32,255,768
sav_001,2p,325,125,coal,27,11,32,255,768
sav_001,2p,327,125,coal,17,1,32,255,768
sav_001,2p,333,125,coal,27,11,32,255,768
sav_001,2p,546,125,coal,25,9,32,255,768
sav_001,2p,548,125,coal,28,12,32,255,768
sav_001,2p,549,125,coal,31,15,32,255,768
sav_001,2p,550,125,coal,17,1,32,255,768
sav_001,2p,551,125,coal,22,6,32,255,768
sav_001,2p,552,125,coal,18,2,32,255,768
sav_001,2p,554,125,coal,23,7,32,255,768
sav_001,2p,555,125,coal,24,8,32,255,768
sav_001,2p,557,125,coal,21,5,32,255,768
sav_001,2p,560,125,coal,22,6,32,255,768
sav_001,2p,561,125,coal,30,14,32,255,768
sav_001,2p,562,125,coal,23,7,32,255,768
sav_001,2p,563,125,coal,31,15,32,255,768
sav_001,2p,564,125,coal,28,12,32,255,768
sav_001,2p,565,125,coal,19,3,32,255,768
sav_001,2p,570,125,coal,31,15,32,255,768
sav_001,2p,572,125,coal,22,6,32,255,768
sav_001,2p,573,125,coal,21,5,32,255,768
sav_001,2p,290,126,coal,17,1,33,255,768
sav_001,2p,300,126,coal,20,4,32,255,768
sav_001,2p,303,126,coal,23,7,32,255,768
sav_001,2p,304,126,coal,18,2,32,255,768
sav_001,2p,307,126,coal,24,8,32,255,768
sav_001,2p,308,126,coal,28,12,32,255,768
sav_001,2p,309,126,coal,25,9,32,255,768
sav_001,2p,322,126,coal,31,15,32,255,768
sav_001,2p,323,126,coal,28,12,32,255,768
sav_001,2p,324,126,coal,26,10,32,255,768
sav_001,2p,327,126,coal,27,11,32,255,768
sav_001,2p,329,126,coal,20,4,32,255,768
sav_001,2p,330,126,coal,26,10,32,255,768
sav_001,2p,332,126,coal,27,11,32,255,768
sav_001,2p,336,126,coal,17,1,32,255,768
sav_001,2p,337,126,coal,17,1,32,255,768
sav_001,2p,538,126,coal,27,11,33,255,768
sav_001,2p,547,126,coal,29,13,32,255,768
sav_001,2p,549,126,coal,19,3,32,255,768
sav_001,2p,550,126,coal,20,4,32,255,768
sav_001,2p,551,126,coal,23,7,32,255,768
sav_001,2p,552,126,coal,31,15,32,255,768
sav_001,2p,554,126,coal,24,8,32,255,768
sav_001,2p,555,126,coal,18,2,32,255,768
sav_001,2p,556,126,coal,18,2,32,255,768
sav_001,2p,557,126,coal,23,7,32,255,768
sav_001,2p,560,126,coal,17,1,32,255,768
sav_001,2p,561,126,coal,21,5,32,255,768
sav_001,2p,564,126,coal,31,15,32,255,768
sav_001,2p,565,126,coal,24,8,32,255,768
sav_001,2p,566,126,coal,31,15,32,255,768
sav_001,2p,577,126,coal,24,8,32,255,768
sav_001,2p,578,126,coal,20,4,32,255,768
sav_001,2p,579,126,coal,29,13,33,255,768
sav_001,2p,287,127,coal,22,6,33,255,768
sav_001,2p,290,127,coal,26,10,33,255,768
sav_001,2p,300,127,coal,23,7,32,255,768
sav_001,2p,303,127,coal,23,7,32,255,768
sav_001,2p,304,127,coal,30,14,32,255,768
sav_001,2p,305,127,coal,26,10,32,255,768
sav_001,2p,306,127,coal,27,11,32,255,768
sav_001,2p,322,127,coal,22,6,32,255,768
sav_001,2p,325,127,coal,29,13,32,255,768
sav_001,2p,326,127,coal,31,15,32,255,768
sav_001,2p,327,127,coal,30,14,32,255,768
sav_001,2p,328,127,coal,30,14,32,255,768
sav_001,2p,329,127,coal,26,10,32,255,768
sav_001,2p,330,127,coal,27,11,32,255,768
sav_001,2p,332,127,coal,27,11,32,255,768
sav_001,2p,335,127,coal,21,5,32,255,768
sav_001,2p,337,127,coal,22,6,32,255,768
sav_001,2p,541,127,coal,17,1,33,255,768
sav_001,2p,550,127,coal,22,6,32,255,768
sav_001,2p,551,127,coal,30,14,32,255,768
sav_001,2p,552,127,coal,25,9,32,255,768
sav_001,2p,553,127,coal,27,11,32,255,768
sav_001,2p,554,127,coal,23,7,32,255,768
sav_001,2p,555,127,coal,19,3,32,255,768
sav_001,2p,556,127,coal,24,8,32,255,768
sav_001,2p,557,127,coal,23,7,32,255,768
sav_001,2p,558,127,coal,22,6,32,255,768
sav_001,2p,560,127,coal,22,6,32,255,768
sav_001,2p,561,127,coal,19,3,32,255,768
sav_001,2p,562,127,coal,18,2,32,255,768
sav_001,2p,566,127,coal,26,10,32,255,768
sav_001,2p,567,127,coal,28,12,32,255,768
sav_001,2p,576,127,coal,26,10,32,255,768
sav_001,2p,580,127,coal,22,6,33,255,768
sav_001,2p,289,128,coal,31,15,32,255,768
sav_001,2p,290,128,coal,20,4,32,255,768
sav_001,2p,291,128,coal,19,3,32,255,768
sav_001,2p,301,128,coal,29,13,32,255,768
sav_001,2p,302,128,coal,18,2,32,255,768
sav_001,2p,304,128,coal,31,15,32,255,768
sav_001,2p,305,128,coal,31,15,32,255,768
sav_001,2p,322,128,coal,29,13,32,255,768
sav_001,2p,325,128,coal,18,2,32,255,768
sav_001,2p,326,128,coal,19,3,32,255,768
sav_001,2p,327,128,coal,18,2,32,255,768
sav_001,2p,330,128,coal,21,5,32,255,768
sav_001,2p,331,128,coal,20,4,32,255,768
sav_001,2p,333,128,coal,25,9,32,255,768
sav_001,2p,334,128,coal,27,11,32,255,768
sav_001,2p,335,128,coal,24,8,32,255,768
sav_001,2p,336,128,coal,27,11,32,255,768
sav_001,2p,337,128,coal,24,8,32,255,768
sav_001,2p,339,128,coal,19,3,32,255,768
sav_001,2p,340,128,coal,30,14,32,255,768
sav_001,2p,437,128,coal,19,3,33,255,768
sav_001,2p,438,128,coal,26,10,33,255,768
sav_001,2p,439,128,coal,19,3,33,255,768
sav_001,2p,543,128,coal,24,8,33,255,768
sav_001,2p,544,128,coal,24,8,32,255,768
sav_001,2p,546,128,coal,20,4,32,255,768
sav_001,2p,548,128,coal,31,15,32,255,768
sav_001,2p,551,128,coal,26,10,32,255,768
sav_001,2p,553,128,coal,24,8,32,255,768
sav_001,2p,554,128,coal,25,9,32,255,768
sav_001,2p,556,128,coal,30,14,32,255,768
sav_001,2p,557,128,coal,26,10,32,255,768
sav_001,2p,561,128,coal,19,3,32,255,768
sav_001,2p,563,128,coal,17,1,32,255,768
sav_001,2p,564,128,coal,28,12,32,255,768
sav_001,2p,567,128,coal,30,14,32,255,768
sav_001,2p,580,128,coal,18,2,32,255,768
sav_001,2p,288,129,coal,19,3,32,255,768
sav_001,2p,290,129,coal,26,10,32,255,768
sav_001,2p,291,129,coal,27,11,32,255,768
sav_001,2p,300,129,coal,25,9,32,255,768
sav_001,2p,302,129,coal,23,7,32,255,768
sav_001,2p,304,129,coal,26,10,32,255,768
sav_001,2p,305,129,coal,25,9,32,255,768
sav_001,2p,313,129,coal,27,11,32,255,768
sav_001,2p,323,129,coal,20,4,32,255,768
sav_001,2p,324,129,coal,28,12,32,255,768
sav_001,2p,326,129,coal,24,8,32,255,768
sav_001,2p,327,129,coal,21,5,32,255,768
sav_001,2p,328,129,coal,19,3,32,255,768
sav_001,2p,329,129,coal,25,9,32,255,768
sav_001,2p,330,129,coal,21,5,32,255,768
sav_001,2p,332,129,coal,17,1,32,255,768
sav_001,2p,333,129,coal,28,12,32,255,768
sav_001,2p,335,129,coal,17,1,32,255,768
sav_001,2p,338,129,coal,20,4,32,255,768
sav_001,2p,339,129,coal,20,4,32,255,768
sav_001,2p,340,129,coal,22,6,32,255,768
sav_001,2p,432,129,coal,21,5,33,255,768
sav_001,2p,433,129,coal,27,11,33,255,768
sav_001,2p,435,129,coal,19,3,33,255,768
sav_001,2p,436,129,coal,26,10,32,255,768
