map_id,group,x,y,family,raw_byte17,quantity,terrain_id,claim,side
sav_012,20p,36,252,fish,5,5,2,255,768
sav_012,20p,37,252,fish,5,5,3,255,768
sav_012,20p,39,252,fish,13,13,4,255,768
sav_012,20p,42,252,fish,1,1,7,255,768
sav_012,20p,46,252,fish,10,10,5,5,768
sav_012,20p,47,252,fish,7,7,4,5,768
sav_012,20p,52,252,fish,7,7,3,5,768
sav_012,20p,54,252,fish,6,6,2,5,768
sav_012,20p,56,252,fish,9,9,2,5,768
sav_012,20p,57,252,fish,6,6,1,5,768
sav_012,20p,747,252,fish,6,6,0,255,768
sav_012,20p,751,252,fish,10,10,4,255,768
sav_012,20p,752,252,fish,4,4,5,255,768
sav_012,20p,754,252,fish,15,15,7,255,768
sav_012,20p,755,252,fish,4,4,7,255,768
sav_012,20p,756,252,fish,12,12,7,255,768
sav_012,20p,757,252,fish,9,9,7,255,768
sav_012,20p,760,252,fish,3,3,7,255,768
sav_012,20p,761,252,fish,9,9,7,255,768
sav_012,20p,1,253,fish,5,5,7,255,768
sav_012,20p,3,253,fish,14,14,7,255,768
sav_012,20p,5,253,fish,10,10,7,255,768
sav_012,20p,10,253,fish,1,1,7,255,768
sav_012,20p,14,253,fish,12,12,7,255,768
sav_012,20p,19,253,fish,14,14,7,255,768
sav_012,20p,20,253,fish,5,5,7,255,768
sav_012,20p,21,253,fish,15,15,7,255,768
sav_012,20p,22,253,fish,1,1,7,255,768
sav_012,20p,25,253,fish,4,4,7,255,768
sav_012,20p,28,253,fish,2,2,7,255,768
sav_012,20p,35,253,fish,4,4,3,255,768
sav_012,20p,36,253,fish,14,14,3,255,768
sav_012,20p,37,253,fish,9,9,3,255,768
sav_012,20p,39,253,fish,9,9,5,255,768
sav_012,20p,40,253,fish,1,1,5,255,768
sav_012,20p,42,253,fish,13,13,7,255,768
sav_012,20p,43,253,fish,10,10,6,255,768
sav_012,20p,47,253,fish,14,14,5,5,768
sav_012,20p,49,253,fish,4,4,4,5,768
sav_012,20p,53,253,fish,2,2,3,5,768
sav_012,20p,54,253,fish,13,13,3,5,768
sav_012,20p,56,253,fish,10,10,3,5,768
sav_012,20p,57,253,fish,15,15,2,5,768
sav_012,20p,751,253,fish,10,10,4,255,768
sav_012,20p,753,253,fish,11,11,6,255,768
sav_012,20p,755,253,fish,9,9,7,255,768
sav_012,20p,756,253,fish,12,12,7,255,768
sav_012,20p,758,253,fish,13,13,7,255,768
sav_012,20p,762,253,fish,6,6,7,255,768
sav_012,20p,764,253,fish,3,3,7,255,768
sav_012,20p,765,253,fish,11,11,7,255,768
sav_012,20p,766,253,fish,12,12,7,255,768
sav_012,20p,4,254,fish,15,15,7,255,768
sav_012,20p,5,254,fish,9,9,7,255,768
sav_012,20p,6,254,fish,1,1,7,255,768
sav_012,20p,9,254,fish,9,9,7,255,768
sav_012,20p,11,254,fish,13,13,7,255,768
sav_012,20p,13,254,fish,12,12,7,255,768
sav_012,20p,15,254,fish,7,7,7,255,768
sav_012,20p,16,254,fish,3,3,7,255,768
sav_012,20p,20,254,fish,8,8,7,255,768
sav_012,20p,21,254,fish,7,7,7,255,768
sav_012,20p,22,254,fish,1,1,7,255,768
sav_012,20p,23,254,fish,7,7,7,255,768
sav_012,20p,24,254,fish,10,10,7,255,768
sav_012,20p,26,254,fish,4,4,7,255,768
sav_012,20p,27,254,fish,8,8,7,255,768
sav_012,20p,30,254,fish,2,2,6,255,768
sav_012,20p,32,254,fish,3,3,4,255,768
sav_012,20p,33,254,fish,4,4,4,255,768
sav_012,20p,42,254,fish,9,9,7,255,768
sav_012,20p,43,254,fish,1,1,6,255,768
sav_012,20p,44,254,fish,5,5,5,255,768
sav_012,20p,45,254,fish,7,7,4,255,768
sav_012,20p,46,254,fish,13,13,4,255,768
sav_012,20p,47,254,fish,1,1,4,5,768
sav_012,20p,53,254,fish,11,11,4,5,768
sav_012,20p,54,254,fish,13,13,4,5,768
sav_012,20p,55,254,fish,13,13,4,5,768
sav_012,20p,56,254,fish,1,1,4,5,768
sav_012,20p,67,254,fish,4,4,0,5,768
sav_012,20p,70,254,fish,4,4,0,5,768
sav_012,20p,750,254,fish,10,10,2,255,768
sav_012,20p,753,254,fish,1,1,5,255,768
sav_012,20p,756,254,fish,14,14,7,255,768
sav_012,20p,757,254,fish,15,15,7,255,768
sav_012,20p,759,254,fish,14,14,7,255,768
sav_012,20p,763,254,fish,13,13,7,255,768
sav_012,20p,764,254,fish,13,13,7,255,768
sav_012,20p,1,255,fish,9,9,7,255,768
sav_012,20p,3,255,fish,1,1,7,255,768
sav_012,20p,9,255,fish,14,14,7,255,768
sav_012,20p,14,255,fish,4,4,7,255,768
sav_012,20p,16,255,fish,4,4,7,255,768
sav_012,20p,17,255,fish,2,2,7,255,768
sav_012,20p,23,255,fish,3,3,7,255,768
sav_012,20p,25,255,fish,14,14,7,255,768
sav_012,20p,28,255,fish,8,8,7,255,768
sav_012,20p,32,255,fish,8,8,5,255,768
sav_012,20p,36,255,fish,5,5,5,255,768
sav_012,20p,38,255,fish,13,13,5,255,768
sav_012,20p,40,255,fish,3,3,6,255,768
sav_012,20p,42,255,fish,13,13,7,255,768
sav_012,20p,44,255,fish,6,6,5,255,768
sav_012,20p,49,255,fish,2,2,3,5,768
sav_012,20p,55,255,fish,14,14,4,5,768
sav_012,20p,56,255,fish,1,1,4,5,768
sav_012,20p,57,255,fish,10,10,4,5,768
sav_012,20p,58,255,fish,8,8,3,5,768
sav_012,20p,59,255,fish,11,11,2,5,768
sav_012,20p,62,255,fish,11,11,1,5,768
sav_012,20p,65,255,fish,12,12,1,5,768
sav_012,20p,66,255,fish,3,3,1,5,768
sav_012,20p,68,255,fish,7,7,0,5,768
sav_012,20p,750,255,fish,8,8,2,255,768
sav_012,20p,753,255,fish,14,14,5,255,768
sav_012,20p,760,255,fish,2,2,7,255,768
sav_012,20p,763,255,fish,4,4,7,255,768
sav_012,20p,2,256,fish,15,15,7,255,768
sav_012,20p,4,256,fish,3,3,7,255,768
sav_012,20p,6,256,fish,5,5,7,255,768
sav_012,20p,11,256,fish,13,13,7,255,768
sav_012,20p,12,256,fish,6,6,7,255,768
sav_012,20p,13,256,fish,2,2,7,255,768
sav_012,20p,17,256,fish,13,13,7,255,768
sav_012,20p,18,256,fish,3,3,7,255,768
sav_012,20p,20,256,fish,15,15,7,255,768
sav_012,20p,25,256,fish,5,5,7,255,768
sav_012,20p,26,256,fish,10,10,7,255,768
sav_012,20p,27,256,fish,1,1,7,255,768
sav_012,20p,30,256,fish,9,9,6,255,768
sav_012,20p,31,256,fish,13,13,6,255,768
sav_012,20p,32,256,fish,15,15,6,255,768
sav_012,20p,35,256,fish,11,11,6,255,768
sav_012,20p,38,256,fish,11,11,6,255,768
sav_012,20p,45,256,fish,7,7,4,255,768
sav_012,20p,50,256,fish,15,15,2,5,768
sav_012,20p,52,256,fish,5,5,2,5,768
sav_012,20p,53,256,fish,14,14,2,5,768
sav_012,20p,54,256,fish,13,13,2,5,768
sav_012,20p,55,256,fish,1,1,3,5,768
sav_012,20p,59,256,fish,13,13,3,5,768
sav_012,20p,61,256,fish,3,3,2,5,768
sav_012,20p,63,256,fish,9,9,2,5,768
sav_012,20p,64,256,fish,7,7,2,5,768
sav_012,20p,67,256,fish,15,15,2,5,768
sav_012,20p,71,256,fish,7,7,1,5,768
sav_012,20p,72,256,fish,11,11,0,5,768
sav_012,20p,750,256,fish,4,4,2,255,768
sav_012,20p,751,256,fish,14,14,3,255,768
sav_012,20p,752,256,fish,6,6,4,255,768
sav_012,20p,757,256,fish,1,1,7,255,768
sav_012,20p,763,256,fish,11,11,7,255,768
sav_012,20p,764,256,fish,9,9,7,255,768
sav_012,20p,765,256,fish,1,1,7,255,768
sav_012,20p,1,257,fish,11,11,7,255,768
sav_012,20p,2,257,fish,4,4,7,255,768
sav_012,20p,4,257,fish,9,9,7,255,768
sav_012,20p,5,257,fish,2,2,7,255,768
sav_012,20p,9,257,fish,4,4,7,255,768
sav_012,20p,13,257,fish,5,5,7,255,768
sav_012,20p,14,257,fish,1,1,7,255,768
sav_012,20p,19,257,fish,2,2,7,255,768
sav_012,20p,22,257,fish,3,3,7,255,768
sav_012,20p,24,257,fish,12,12,7,255,768
sav_012,20p,25,257,fish,11,11,7,255,768
sav_012,20p,30,257,fish,14,14,6,255,768
sav_012,20p,31,257,fish,14,14,5,255,768
sav_012,20p,32,257,fish,7,7,5,255,768
sav_012,20p,35,257,fish,9,9,5,255,768
sav_012,20p,41,257,fish,6,6,6,255,768
sav_012,20p,43,257,fish,1,1,6,255,768
sav_012,20p,44,257,fish,12,12,5,255,768
sav_012,20p,46,257,fish,5,5,3,255,768
sav_012,20p,55,257,fish,5,5,2,5,768
sav_012,20p,56,257,fish,1,1,2,5,768
sav_012,20p,58,257,fish,11,11,2,5,768
sav_012,20p,65,257,fish,11,11,3,5,768
sav_012,20p,66,257,fish,6,6,3,5,768
sav_012,20p,67,257,fish,1,1,3,5,768
sav_012,20p,68,257,fish,13,13,2,5,768
sav_012,20p,70,257,fish,8,8,2,5,768
sav_012,20p,749,257,fish,3,3,1,255,768
sav_012,20p,752,257,fish,9,9,4,255,768
sav_012,20p,756,257,fish,1,1,7,255,768
sav_012,20p,757,257,fish,12,12,7,255,768
sav_012,20p,760,257,fish,9,9,7,255,768
sav_012,20p,762,257,fish,1,1,7,255,768
sav_012,20p,764,257,fish,14,14,7,255,768
sav_012,20p,765,257,fish,12,12,7,255,768
sav_012,20p,2,258,fish,9,9,7,255,768
sav_012,20p,4,258,fish,6,6,7,255,768
sav_012,20p,5,258,fish,6,6,7,255,768
sav_012,20p,7,258,fish,13,13,7,255,768
sav_012,20p,8,258,fish,9,9,7,255,768
sav_012,20p,10,258,fish,7,7,7,255,768
sav_012,20p,11,258,fish,2,2,7,255,768
sav_012,20p,14,258,fish,5,5,7,255,768
sav_012,20p,17,258,fish,15,15,7,255,768
sav_012,20p,24,258,fish,4,4,7,255,768
sav_012,20p,25,258,fish,3,3,7,255,768
sav_012,20p,26,258,fish,4,4,7,255,768
sav_012,20p,27,258,fish,5,5,7,255,768
sav_012,20p,30,258,fish,10,10,6,255,768
sav_012,20p,31,258,fish,6,6,5,255,768
sav_012,20p,33,258,fish,14,14,4,255,768
sav_012,20p,35,258,fish,12,12,4,255,768
sav_012,20p,39,258,fish,5,5,4,255,768
sav_012,20p,44,258,fish,8,8,5,255,768
sav_012,20p,48,258,fish,15,15,1,255,768
sav_012,20p,53,258,fish,2,2,0,5,768
sav_012,20p,56,258,fish,1,1,1,5,768
sav_012,20p,57,258,fish,5,5,1,5,768
sav_012,20p,60,258,fish,7,7,2,5,768
sav_012,20p,61,258,fish,12,12,2,5,768
sav_012,20p,62,258,fish,13,13,2,5,768
sav_012,20p,63,258,fish,9,9,2,5,768
sav_012,20p,64,258,fish,4,4,2,5,768
sav_012,20p,68,258,fish,12,12,3,5,768
sav_012,20p,69,258,fish,15,15,3,5,768
sav_012,20p,750,258,fish,3,3,2,255,768
sav_012,20p,751,258,fish,15,15,3,255,768
sav_012,20p,756,258,fish,12,12,7,255,768
sav_012,20p,759,258,fish,14,14,7,255,768
sav_012,20p,760,258,fish,3,3,7,255,768
sav_012,20p,762,258,fish,15,15,7,255,768
sav_012,20p,2,259,fish,1,1,7,255,768
sav_012,20p,6,259,fish,5,5,7,255,768
sav_012,20p,10,259,fish,7,7,7,255,768
sav_012,20p,13,259,fish,9,9,7,255,768
sav_012,20p,18,259,fish,14,14,7,255,768
sav_012,20p,26,259,fish,5,5,7,255,768
sav_012,20p,28,259,fish,13,13,7,255,768
sav_012,20p,33,259,fish,5,5,3,255,768
sav_012,20p,35,259,fish,9,9,3,255,768
sav_012,20p,41,259,fish,3,3,4,255,768
sav_012,20p,43,259,fish,14,14,5,255,768
sav_012,20p,45,259,fish,3,3,4,255,768
sav_012,20p,55,259,fish,2,2,0,5,768
sav_012,20p,60,259,fish,3,3,1,5,768
sav_012,20p,67,259,fish,2,2,3,5,768
sav_012,20p,68,259,fish,2,2,4,5,768
sav_012,20p,71,259,fish,4,4,3,5,768
sav_012,20p,73,259,fish,4,4,1,5,768
sav_012,20p,750,259,fish,2,2,2,255,768
sav_012,20p,751,259,fish,9,9,3,255,768
sav_012,20p,753,259,fish,6,6,5,255,768
sav_012,20p,756,259,fish,1,1,7,255,768
sav_012,20p,758,259,fish,12,12,7,255,768
sav_012,20p,759,259,fish,14,14,7,255,768
sav_012,20p,760,259,fish,11,11,7,255,768
sav_012,20p,762,259,fish,11,11,7,255,768
sav_012,20p,763,259,fish,4,4,7,255,768
sav_012,20p,1,260,fish,12,12,7,255,768
sav_012,20p,3,260,fish,5,5,7,255,768
sav_012,20p,9,260,fish,2,2,7,255,768
sav_012,20p,12,260,fish,7,7,7,255,768
sav_012,20p,14,260,fish,4,4,7,255,768
sav_012,20p,19,260,fish,7,7,7,255,768
sav_012,20p,20,260,fish,11,11,7,255,768
sav_012,20p,21,260,fish,4,4,7,255,768
sav_012,20p,22,260,fish,9,9,7,255,768
sav_012,20p,23,260,fish,7,7,7,255,768
sav_012,20p,24,260,fish,5,5,7,255,768
sav_012,20p,25,260,fish,8,8,7,255,768
sav_012,20p,27,260,fish,2,2,7,255,768
sav_012,20p,30,260,fish,5,5,6,255,768
sav_012,20p,44,260,fish,10,10,4,255,768
sav_012,20p,45,260,fish,1,1,4,255,768
sav_012,20p,48,260,fish,8,8,1,255,768
sav_012,20p,49,260,fish,7,7,0,255,768
sav_012,20p,62,260,fish,9,9,0,5,768
sav_012,20p,66,260,fish,5,5,1,5,768
sav_012,20p,67,260,fish,9,9,2,5,768
sav_012,20p,69,260,fish,13,13,4,5,768
sav_012,20p,70,260,fish,2,2,4,5,768
sav_012,20p,72,260,fish,11,11,2,5,768
sav_012,20p,74,260,fish,2,2,0,5,768
sav_012,20p,748,260,fish,5,5,0,255,768
sav_012,20p,750,260,fish,1,1,2,255,768
sav_012,20p,751,260,fish,12,12,3,255,768
sav_012,20p,752,260,fish,7,7,4,255,768
sav_012,20p,756,260,fish,10,10,7,255,768
sav_012,20p,763,260,fish,10,10,7,255,768
sav_012,20p,766,260,fish,4,4,7,255,768
sav_012,20p,2,261,fish,10,10,7,255,768
sav_012,20p,3,261,fish,15,15,7,255,768
sav_012,20p,4,261,fish,1,1,7,255,768
sav_012,20p,9,261,fish,14,14,7,255,768
sav_012,20p,13,261,fish,15,15,7,255,768
sav_012,20p,17,261,fish,14,14,7,255,768
sav_012,20p,20,261,fish,13,13,7,255,768
sav_012,20p,21,261,fish,13,13,7,255,768
sav_012,20p,23,261,fish,13,13,7,255,768
sav_012,20p,24,261,fish,6,6,7,255,768
sav_012,20p,25,261,fish,6,6,7,255,768
sav_012,20p,30,261,fish,14,14,6,255,768
sav_012,20p,31,261,fish,1,1,5,255,768
sav_012,20p,35,261,fish,5,5,1,255,768
sav_012,20p,36,261,fish,15,15,1,255,768
sav_012,20p,43,261,fish,13,13,3,255,768
sav_012,20p,48,261,fish,11,11,1,255,768
sav_012,20p,68,261,fish,9,9,2,5,768
sav_012,20p,69,261,fish,12,12,3,5,768
sav_012,20p,74,261,fish,14,14,1,5,768
sav_012,20p,749,261,fish,14,14,0,255,768
sav_012,20p,750,261,fish,10,10,1,255,768
sav_012,20p,751,261,fish,13,13,2,255,768
sav_012,20p,752,261,fish,12,12,3,255,768
sav_012,20p,753,261,fish,10,10,4,255,768
sav_012,20p,754,261,fish,14,14,5,255,768
sav_012,20p,756,261,fish,9,9,7,255,768
sav_012,20p,759,261,fish,7,7,7,255,768
sav_012,20p,763,261,fish,8,8,7,255,768
